word,translate
gratitude,"n.感激,感谢"
resemble,"v.像,类似"
synthetic,"adj.合成的,人造的"
pessimistic,adj.悲观(主义)的
insist,v.坚称，坚决认为
certificate,"n.证(明)书,执照"
technology,n.科技；工艺
testimony,n.证词
invention,"n.发明,创造,发明物"
resemblance,"n.相似,相似性[点,物]"
admire,v.钦佩，赞美，羡慕
succession,"n.继任,继承"
counter,"n.柜台；计数器adj&adv.相反(的)v.反对,反击"
hers,pron.[she的物主代词]她的(所有物)
primitive,"adj.原始的,远古的,早期的；简陋的;旧式的"
politics,"n.政治；政治学；政纲,政见"
parliament,"n.国会,议会"
predecessor,n.前辈，前任
college,n.高等专科学校；大学；学院
summary,"n.摘要,概要adj.概括的,简略的"
interact,"v.互相作用,互相影响"
import,"v.进口,输入n.进口,输入"
adverse,adj.逆的，相反的；敌对的；不利的；有害的
technique,n.技巧，手艺，工艺；技能，技术
circle,"n.圆,圆周；集团；周期,循环v.环绕,旋转"
medium,"n.媒体；方法；媒介,介质adj.中等的"
official,"n.官员,行政官员adj.官方的,官方的,正式的"
divert,v.使转向，使改道；转移(注意力)；使娱乐
agitate,v.煽动，鼓动；宣传
maneuver,"n.(manoeuvre)移动;运用,操作;v.移动"
allowance,n.补贴，津贴；允许量；零用钱
nickname,n.绰号，浑名v.给…起绰号
adverb,n.副词adj.副词的
spiritual,"adj.精神(上)的,心灵的"
artery,n.动脉；干线，要道
merit,n.优点，成绩v.值得
bacterium,n.细菌
current,"n.水流；气流；电流；潮流,趋势adj.当前的;现行的"
bottom,"n.底(部),基础,根基；海底,湖底,河床"
verify,"v.证实,查证；证明"
security,"n.安全(感)；防御(物),保证(人)；(pl.)证券"
induce,"v.引诱,劝使；引起,导致"
prosperous,"adj.繁荣的,兴旺的,茂盛的,顺利的"
cohesive,adj.团结的，有凝聚力的
merchandise,"n.商品,货物"
resign,"v.辞去,辞职；使听从(于),使顺从"
battery,n.电池(组)；(器具等的)一组，一套；炮兵连
motivate,v.作为…的动机；促动，激励，鼓励
alleviate,v.减轻，缓和，缓解(痛苦等)
senate,"n.参议院,上院"
portray,v.描写，描绘
commercial,adj.商业的；商务的；可获利的n.广告节目
generator,"n.发电机,发生器"
cape,n.披肩，短披风；海角，岬
intervene,"v.(in)干涉,干预;插入,介入"
mercy,"n.仁慈,怜悯,宽恕"
prevent,"v.(from)预防,防止,阻止,制止,妨碍"
capable,"adj.有本领的,有能力的;(of)可以…的,能…的"
tractor,"n.拖拉机,牵引车"
visual,adj.视觉的，视力的
simulate,"v.模仿,模拟；假装,冒充"
valuable,"adj.贵重的,有价值的n.(pl.)贵重物品,财宝"
productive,"adj.能产的,多产的；生产(性)的"
detect,"v.察觉,发觉,侦察,探测"
fracture,"n.裂缝(痕);骨折v.(使)断裂,(使)折断"
sensation,"n.感觉,知觉；激动,轰动,轰动一时的事情"
improve,v.改善，改进；变得更好
recall,"v.回忆,回想；撤消,收回"
affection,n.喜爱，钟爱；慈爱
formulate,v.规划；制定；准备；仔细思考并明确表达
conversely,adv.相反地
graceful,"adj.优美的,文雅的,大方的"
monkey,n.猴子
positive,"adj.肯定的,积极的"
access,n.进入；接入；到达；享用权；入口v.存取
panel,n.专门小组；面板，控制板，仪表盘
erect,"v.建立；树立,使竖立adj.直立的,垂直的"
oppose,"v.反对,使对立,使对抗,使相对"
void,adj.无效的；毫无…的，缺乏…的
consumption,"n.消费(量),消耗"
ambassador,n.大使；特使，(派驻国际组织的)代表
versatile,adj.多才多艺的；有多种用途的，多功能的，万用的
vital,"adj.生死攸关的,重大的；生命的,生机的"
evoke,v.唤起(回忆、感情等)；引起
dominate,"v.支配,统治,控制"
desolate,adj.荒凉的;孤独的v.使荒芜
accept,v.接受；认可，同意
secondary,"adj.次要的,二级的；(教育)中等的"
physiological,"adj.生理学的,生理学上的"
pronunciation,"n.发音,发音方法"
commerce,n.买卖，贸易；商务；商业
commodity,n.商品
video,"n.录影，录像adj.电视的,视频的;录像的"
selection,"n.选择,挑选；挑选出来的东西"
procession,"n.队伍,行列"
bath,"n.沐浴,洗澡；浴缸，澡盆v.(给…)洗澡"
furious,"adj.狂怒的,狂暴的,猛烈的"
conspiracy,n.阴谋，密谋，共谋
intellectual,n.知识分子adj.智力的，理智的，有理解力的
calcium,n.钙(化学符号Ca)
sentiment,n.意见，观点，感想；多愁善感；感情因素
provision,n.提供，供给；预备
anticipate,v.预料；期望；预先考虑；抢先；提前使用
progressive,"adj.进步的,先进的;前进的"
documentary,adj.文献的n.记录片
inclusive,"adj.包括的,包含的；范围广的"
isle,n.小岛(用于诗歌中)
disposal,n.丢弃，处理
grand,adj.宏伟的，壮丽的，隆重的
bar,"n.条,杆,闩;酒吧;栅,障碍(物)v.阻挡，阻拦"
prospective,adj.预期的
romance,n.爱情；恋爱
supervise,"v.管理,监督"
medicine,"n.内服药,医药；医术;医学"
verse,"n.〔歌曲、诗歌、《圣经》等的〕一节；韵文,诗;诗节,诗句"
effect,n.效应；影响；结果v.引起；使发生
aggressive,adj.侵略的，好斗的；有进取心的
art,n.美术，艺术；技术，技艺；文科，人文科学
month,"n.月,月份"
diverse,"adj.多种多样的,不同的"
curtain,"n.窗帘,门帘；幕(布)v.用帘子隔开"
recover,"v.重新获得；(from)恢复,痊愈"
possibly,adv.可能，也许，或许
middle,"n.中间,当中adj.中间的,当中的"
illustration,n.插图，图解；说明；例证
equip,"v.(with)装备,配备；训练"
market,"n.集市,市场；销路,需求(量)v.销售"
sister,n.姐，妹；护士长；修女，女教士
generous,adj.慷慨的；宽宏大量的
democracy,"n.民主,民主制；民主国家"
sometime,adv.将来(或过去)某个时候adj.以前的
consist,"v.(in)在于；(of)由…组成,由…构成"
temporary,"adj.暂时的,临时的"
incidentally,"adv.附带地,顺便提及"
architect,n.建筑师；设计师；缔造者；创造者
movement,"n.运动；活动；移动,迁移"
municipal,adj.市政府的，市的，市办的
Catholic,adj.天主教的n.天主教徒
generate,"v.产生,发生"
simplicity,"n.简单,简易;朴素;直率,单纯"
absent,adj.缺席的；缺乏的，不在场的；心不在焉的
except,prep.除…之外v.除外
privilege,"n.特权,优惠,特许v.给予优惠,给予特权"
vacant,"adj.空的,未占用的;空缺的;神情茫然的；空缺的；神情茫然的"
account,n.叙述，说明；账目，账户v.说明，解释
clothes,n.衣服(虽为复数，亦不可数)
evidence,n.证据，证明；证据，证词
community,n.社区；团体
cloth,"n.织物,衣料；(一块)布"
eventually,"adv.终于,最后"
appal,v.使惊骇，使恐怖
classify,v.分类；分等(级)
division,"n.分,分割；除法；部门"
mankind,n.人类
solitary,adj.单一的，唯一的；单独的，无伴的；喜欢独处的，不喜与人接触的
method,"n.方法,办法"
anniversary,n.周年，周年纪念日
occur,v.发生；出现
support,v.支撑；支持；赡养；维持n.支持；拥护；赞同
expense,"n.花费,消费,消耗"
approximate,adj.近似的v.(to)接近
beneficial,"adj.(to)有利的,有益的"
disgrace,"n.丢脸，耻辱v.使失宠;玷辱,使蒙羞"
vocation,n.职业;召唤;天命;天职;才能
certainly,"adv.一定,必定,无疑；当然,行"
general,"adj.总的,大体的；一般的,普通的n.将军"
basket,n.筐，篮，篓
accustomed,adj.习惯的，适应的(一般作表语)；惯常的
composite,adj.混合成的，综合成的n.合成物，复合材料
oblige,"v.强迫,迫使"
diameter,n.直径
acceptance,n.正式接受；接纳；接受，赞同，赞成，认可
artificial,adj.人工的，人造的；人为的；虚伪的，做作的
cattle,n.牛〔指菜牛或奶牛〕
protect,"v.(from)保护,保卫"
banner,n.旗(帜)
divide,v.分；隔开；(by)除
pet,n.宠物adj.钟爱的(理论、项目、学科等)
systematic,"adj.(al)系统的,有组织的"
capture,"v.俘虏；夺得,攻占；捕获n.捕获,俘虏；夺得,攻占"
loyal,"adj.(to)忠诚的,忠贞的"
tiny,"adj.极小的,微小的"
system,n.系统，体系；制度；一套办法
dispose,"v.(for)布置,安排；(of)处理,处置"
commonplace,adj.常见的，屡见不鲜的n.寻常的事物；平庸的东西
manner,"n.方式;举止;(pl.)风度,礼貌;规矩;风俗"
fierce,"adj.凶猛的,残忍的；狂热的,强烈的"
invitation,"n.邀请,招待；请柬"
policeman,n.警察
product,n.产品；产物
reject,"v.拒绝,抵制,丢弃,排斥,退掉n.落选者"
legal,"adj.法律的,法定的;合法的,正当的"
cap,"n.便帽,军帽；盖,罩,套v.覆盖于…顶端"
monitor,"n.监视器；显示器；班长v.监控,监测"
form,"n.形状；形状；表格v.组成,构成；形成"
absolute,adj.完全的；绝对的；确实的，肯定的
country,"n.国家；农村,乡下"
movie,n.电影；电影院
cripple,"n.跛子,残疾人v.使跛,使残疾"
procedure,"n.程序,手续,步骤"
terminate,v.(使)结束，(使)停止
curve,"n.曲线,弯曲(物)v.弄弯,成曲形"
religion,"n.宗教,信仰"
invalid,"n.病人,伤残人adj.无效的"
effective,adj.有效的；有生效的
predominant,"adj.(over)占优势的;主要的,突出的"
geometry,n.几何(学)
syndrome,n.综合病征
temperature,n.温度；体温
appraisal,n.对...作出的评价；评价，鉴定，评估
invent,"v.发明,创造；捏造,虚构"
monopoly,n.垄断；独占；专营
occurrence,"n.事件,事故,发生的事情；发生,出现"
attain,v.完成；获得；达到
legacy,n.遗产，遗赠；先人(或过去)留下的东西
semiconductor,n.半导体
prize,"n.奖赏,奖金,奖品v.珍视,珍惜"
inherit,v.继承(金钱等)；经遗传而得(性格、特征)
term,"n.学期;期限,期间;(pl.)条件,条款;术语"
humanity,"n.人类；人性,人情；(pl.)人文科学"
tactic,"n.(s)策略,战术"
kilometre,n.(kilometer)公里，千米(略作km)
special,adj.特殊的，特别的
resolution,"n.决定,决议；坚决,决心"
man,n.(pl.men)人；；人类；男人
circular,"adj.圆(形)的,环形的；循环的；环行的n.传单,通报"
baseball,n.棒球
limitation,n.限制，制约
simplify,"v.简化,使单纯"
collect,"v.收集,搜集；领取,接走；收(税等)；聚集,堆积"
bank,"n.银行；岸,堤；"
highlight,"v.使显著,使突出;强调n.最精彩的部分"
formidable,adj.强大的;令人敬畏的;可怕的;艰难的
verbal,"adj.口头的；用言辞的,用文字的；动词的"
menu,n.菜单
accessory,"n.附件,附属品；装饰物，小配件"
legend,"n.传说,传奇"
assumption,n.假定，设想；采取；承担
pronounce,"v.发…的音；宣布,宣判"
continue,"v.继续,连续；延伸"
perceive,"v.理解,领悟；察觉,感知"
proposition,n.主张，观点，见解；提议，建议
susceptible,adj.易得病的；易受影响的；〔人〕易受影响的
obsolete,"adj.已废弃的,过时的"
invisible,adj.看不见的；无形的
daylight,"n.日光；白昼,黎明"
create,"v.创造,引起；创作"
cathedral,n.大教堂
centigrade,adj.摄氏温度计的;摄氏的n.摄氏温度计;摄氏
levy,"n.税款，税额v.征收,征集,征用"
catalog,n.（ue）目录(册)v.编目(录)
married,"adj.已婚的,夫妇的;(to)与…结婚的"
political,adj.政治的
band,"n.条,带;乐队;波段;一群,一伙"
ascertain,v.确定，查明，弄清
accuracy,n.正确，准确；准确性；精确度
inform,"v.(of,about)通知,告诉,报告"
opposite,"adj.对面的,相对的；相反的n.相反的人[事物]，对立物"
preceding,"adj.在前的,在先的"
hero,n.英雄，勇士；男主角，男主人公
postman,n.邮递员
proficiency,"n.(in)熟练,精通"
exception,"n.例外,除外"
avert,v.防止，避免；转移(目光、注意力等)
exclusive,adj.独占的;排他的;孤高的;唯一的;高级的
suspicion,n.怀疑，猜疑；一点儿，少量
surprise,"v.使诧异,使惊异,使感到意外n.诧异,惊异"
revise,"v.修正,修改；修订,校订"
uniform,"n.制服,军服adj.相同的,一律的"
communication,"n.通讯,沟通;(pl.)通讯系统"
paradigm,n.典范;范例;示例
symphony,"n.交响乐,交响曲"
subscribe,v.(to)订阅，订购
incident,"n.事件,事变"
decisive,adj.决定性的
convict,"v.(经审讯)证明…有罪,宣判…有罪n.囚犯"
commemorate,v.纪念，庆祝
characteristic,"adj.特有的,独特的n.特征,特性"
motel,n.(附有停车场的)汽车旅馆
reduce,v.缩小；减少；降低
analogy,n.类似，相似，类比，类推
carve,v.(雕)刻
moderate,"adj.有节制的；中等的,适度的；温和的,稳健的"
assign,v.派给，分配；选定，指定(时间、地点等)
conclude,"v.结束,终止；断定,下结论"
quarrel,"v.争吵,争论n.争吵，吵架，争执"
spectator,"n.观众,旁观者"
finish,n.光洁（度）v.完成；结束；（被）吃光，（被）喝光
attractive,adj.吸引人的，引人注意的；漂亮的，迷人的
soluble,adj.可溶的
petty,"adj.小(器、规模)的,不重要的,细微的"
agenda,n.议事日程，记事册
vague,"adj.不明确的,含糊的,暧昧的"
universal,"adj.全体的,宇宙的,世界的；普遍的，通用的"
primary,"adj.首要的,主要的,基本的；初级的；最初的"
educate,"v.教育,培养,训练"
secure,"adj.(from,against)安全的v.得到；使安全，保护"
verb,n.动词
advertise,v.为...做广告；公告，公布
vanity,"n.虚荣心,浮华"
calendar,"n.日历,月历"
solemn,"adj.严肃的，庄重的；庄严的,隆重的"
conviction,"n.深信,确信；定罪，判罪"
envisage,v.想象，设想，展望，
career,n.(个人的)事业，职业；生涯
ordinary,"adj.普通的,平凡的,平常的；平庸的"
invert,"v.倒置,倒转,颠倒"
inventory,"n.详细目录,清单；存货"
gracious,"adj.亲切的,客气的;宽厚的,仁慈的"
survival,n.继续生存；幸存
circumference,"n.圆周,周围"
calculate,"v.计算,推算；预测，估计"
order,"n.命令;次序;整齐;定货单;等级v.定制,订购"
outside,"adv&adj&prep.在外面(的),在…外(的)n.外部"
allocate,v.分配，分派；拨给
aspire,v.(to，after)渴望，追求，有志于
merely,adv.仅仅，只不过
trademark,n.商标；特征
exposure,n.暴露；揭露；朝向
law,"n.法律,法规,法学,规律,定律"
metropolis,n.大都市；首府；重要中心
representative,"n.代表,代理人adj.(of)典型的,有代表性的"
inherent,"adj.固有的,内在的,天生的"
dialect,n.方言
ideology,n.意识形态，(政治或社会的)思想意识
denounce,"v.公开指责,公然抨击;谴责"
specific,"adj.明确的；具体的,特定的,特有的"
essence,"n.本质,实质"
heroine,n.女英雄；女主角
customer,"n.顾客,主顾"
here,adv.在(到，向)这里；这时；在这一点上
crisp,"adj.脆的,易碎的；（空气）清爽的"
democratic,adj.民主的
introduction,"n.(to)介绍；传入,引进；导言,导论,绪论"
collective,"n.集体企业;集体农庄adj.集体的,共同的"
elevator,"n.电梯,升降机"
difficult,"adj.困难的,艰难的"
dictation,n.口述；听写
name,n.名字；名称；名声；名义v.给…取名
overtime,n.超时工作，加班时间adv.加班
comparable,adj.类似的，相当的；可相比的
senator,n.参议员
insult,"v.侮辱,凌辱n.侮辱,冒犯"
intact,"adj.完整无缺的,未经触动的,未受损伤的"
sufficient,"adj.(for)足够的,充分的(比enough拘谨、正式)"
creative,adj.创造性的；有创造力的
batch,"n.一批,一组,一群"
consistent,adj.一贯的，一致的
mirror,"n.镜子v.反映,反射"
proof,"n.证据,证明；校样,样张"
domain,"n.(活动,思想等)领域,范围；领地"
invaluable,"adj.非常宝贵的,无价的"
coincidence,n.巧合；同时发生；符合，一致
sole,"adj.单独的,唯一的n.脚垫,鞋底；鞋底"
submerge,"v.沉没,淹没；潜入"
illustrate,"v.举例说明,阐明；图解,加插图"
